homeShotsTotalFT,awayShotsTotalFT,homeShotsOnTargetFT,awayShotsOnTargetFT,homeInterceptionsFT,awayInterceptionsFT,homeTacklesTotalFT,awayTacklesTotalFT,homeTackleSuccessFT,awayTackleSuccessFT,homeFoulsCommitedFT,awayFoulsCommitedFT,homePassesKeyFT,awayPassesKeyFT,homePassSuccessFT,awayPassSuccessFT,homePossessionFT,awayPossessionFT,homeDribbleSuccessFT,awayDribbleSuccessFT,homeAerialsTotalFT,awayAerialsTotalFT,homeCornersTotalFT,awayCornersTotalFT,division
9,8,6,3,11,20,27,31,68.18,71.15,12,17,4,6,74.09,72.33,48.86,51.14,46.88,53.85,11,11,3,3,Serie_A
15,8,3,6,27,26,28,36,62.5,54.44,16,20,10,3,68.86,49.5,61.93,38.07,73.68,42.86,37,37,6,3,Serie_A
12,6,1,5,22,8,16,30,71.43,70,8,16,10,4,73.77,69.57,52.13,47.87,45,64.29,18,18,5,3,Serie_A
16,17,2,4,17,12,21,32,64.81,56,12,14,14,14,70.26,77.25,43.81,56.19,80,41.67,15,15,5,5,Serie_A
14,11,7,1,14,27,28,31,84.78,66.36,19,18,12,8,73.59,70.56,50.98,49.02,46.47,25,15,15,5,4,Serie_A
11,14,4,8,22,25,29,22,60.87,45,12,14,7,8,71.83,74.4,50.56,49.44,68.75,69.05,26,26,6,4,Serie_A
25,8,10,2,12,28,22,22,68.42,49.12,6,13,19,6,84.15,63.69,66.51,33.49,83.33,65,33,33,7,2,Serie_A
13,12,4,5,30,28,25,23,81.67,57.14,19,18,8,9,64.06,75.68,42.08,57.92,69.23,64.29,23,23,3,4,Serie_A
16,13,4,5,32,17,31,28,76.92,84.09,17,11,10,9,68.43,66.07,46.29,53.71,40.91,40,17,17,4,9,Serie_A
13,9,3,5,26,17,44,18,55.36,67.65,18,13,7,6,52.21,71.72,44.86,55.14,50,61.36,24,24,7,4,Serie_A
23,6,4,2,14,13,35,27,62.5,54.55,16,11,16,6,63.57,68.04,42.22,57.78,52.63,69.44,37,37,5,4,Serie_A
15,10,5,2,32,20,44,37,70.83,75,18,18,13,7,70.76,73.9,45.98,54.02,36.36,64.71,26,26,5,1,Serie_A
17,6,4,2,31,26,26,34,81.25,71.43,17,17,10,5,76.71,50.79,67.9,32.1,38.64,25,37,37,12,4,Serie_A
10,9,5,4,14,25,43,24,74.51,62.28,13,12,9,6,77.89,64.25,60.85,39.15,42.59,67.86,20,20,8,5,Serie_A
16,7,7,2,17,16,23,40,72.22,62.63,12,15,13,7,72.65,64.1,52.59,47.41,54.67,68.75,23,23,7,2,Serie_A
17,6,3,1,14,10,27,26,72.73,53.51,14,12,12,5,75.47,70.37,58.81,41.19,63.33,65,31,31,13,3,Serie_A
15,13,5,5,22,15,35,29,50,67.36,16,16,12,9,76.18,62.37,59.98,40.02,59.52,70.45,17,17,7,2,Serie_A
20,10,5,1,22,18,30,22,53.85,81.58,18,15,14,6,66.88,72.38,46.11,53.89,57.14,81.25,26,26,7,3,Serie_A
10,15,3,7,28,15,35,29,55.17,67.31,16,16,10,15,67.15,81.01,40.49,59.51,47.37,63.64,37,37,3,6,Serie_A
13,9,6,5,17,13,34,32,69.33,80.13,10,20,9,7,70.98,71.73,53.39,46.61,46.43,79.17,23,23,8,3,Serie_A
12,13,3,4,30,13,29,27,82,66.67,18,12,6,8,57.7,63.46,42.91,57.09,53.12,24.56,37,37,3,5,Serie_A
5,11,2,1,22,27,19,28,66.67,60.42,13,23,4,7,66.56,60.83,49.76,50.24,80.77,45.45,41,41,4,8,Serie_A
10,12,4,4,11,13,29,32,71.01,72.44,12,15,9,8,73.77,68.05,60.54,39.46,44.44,47.92,15,15,9,3,Serie_A
5,18,1,7,24,8,28,27,70.83,75,12,9,5,12,56.47,81.8,28.45,71.55,39.29,61.54,33,33,4,9,Serie_A
14,11,8,5,19,18,23,19,75,82.35,17,13,10,8,70.57,60.2,57.91,42.09,43.75,50,36,36,6,4,Serie_A
12,13,3,2,14,13,26,29,47.22,71.8,15,18,9,8,79.41,65.3,57.8,42.2,56.41,72.62,28,28,8,6,Serie_A
16,6,6,2,8,10,27,27,70.45,80.43,15,14,12,6,73.06,61.88,58.83,41.17,34.62,41.18,36,36,8,2,Serie_A
14,9,7,2,16,7,28,19,82.61,84.38,15,16,12,7,65.28,66.31,45.95,54.05,37.5,32.14,27,27,6,9,Serie_A
8,11,3,5,15,17,20,39,80.56,73.21,22,15,6,8,64.93,54.61,59.14,40.86,50,36.36,49,49,9,6,Serie_A
16,12,7,6,8,27,15,26,76.92,75,19,18,11,7,69.72,48.84,62.43,37.57,63.89,75,32,32,5,7,Serie_A
14,25,5,6,20,12,36,26,61.73,66.67,24,10,7,16,48.88,76.82,33.37,66.63,46.88,73.96,26,26,4,4,Serie_A
10,14,6,7,25,18,51,26,64.25,59.65,26,19,6,7,67.7,71.9,45.31,54.69,51.04,56.17,17,17,2,3,Serie_A
13,8,1,3,26,34,29,34,60.15,89.1,12,23,11,5,69.74,52.31,60.49,39.51,75,66.67,45,45,3,3,Serie_A
22,9,11,2,13,23,33,27,68.27,54.76,8,11,16,5,82.89,54.53,70.28,29.72,75,52.94,29,29,11,1,Serie_A
20,9,5,2,20,20,25,29,91.67,65.97,9,24,12,6,69.32,62.58,58.95,41.05,75,22.22,33,33,12,4,Serie_A
21,6,5,2,21,22,22,19,86.11,74.51,14,22,16,4,76.38,53.11,64.73,35.27,40.91,37.5,48,48,10,2,Serie_A
16,19,4,3,14,15,39,22,68.23,70.31,19,16,13,14,72.09,76.63,48.63,51.37,43.75,50,29,29,6,7,Serie_A
7,12,3,4,18,12,22,33,57.14,66.07,13,5,5,11,69.31,73.12,52.07,47.93,66.67,69.23,26,26,5,8,Serie_A
19,9,9,3,17,19,28,41,66.67,50.81,20,14,14,8,76.24,79.33,41.85,58.15,63.46,85,20,20,7,4,Serie_A
11,11,6,2,31,10,21,19,58.33,65.62,22,16,7,8,50.33,78.15,34.77,65.23,42.31,65.38,18,18,2,6,Serie_A
9,14,4,4,14,17,48,8,51.72,87.5,22,16,7,11,66.6,77.04,50.83,49.17,33.33,92.5,25,25,0,2,Serie_A
18,17,3,6,32,9,28,29,56.25,67.39,14,9,15,13,66.79,67.85,45.09,54.91,44.12,76.92,31,31,10,5,Serie_A
20,8,8,4,26,18,26,26,72.55,67.39,9,19,15,4,79.49,58.46,61.68,38.32,56.25,68.75,19,19,10,3,Serie_A
21,9,9,2,16,13,32,28,81.48,56.52,18,13,19,6,66.8,55.31,57.27,42.73,66.67,31.25,36,36,11,4,Serie_A
10,12,4,3,17,14,25,24,71.05,65.08,22,13,6,9,69.03,69.11,47.56,52.44,61.11,70,29,29,8,7,Serie_A
10,12,2,3,9,12,21,23,61.9,76.47,13,13,7,10,83.38,74.82,57.53,42.47,28.57,53.33,16,16,9,2,Serie_A
9,4,1,1,14,25,15,28,82.14,70.83,17,14,7,4,71.47,57.75,57.64,42.36,68.18,41.67,35,35,10,7,Serie_A
18,13,8,3,23,10,43,43,80.11,81.86,8,8,16,11,76.92,68.83,55.39,44.61,51.19,38.89,32,32,7,3,Serie_A
15,20,2,3,18,12,32,24,48.15,48.15,19,14,11,16,59.17,77.11,38.3,61.7,83.33,63.64,38,38,4,6,Serie_A
17,9,5,4,14,27,22,19,69.05,62.5,13,20,14,4,71.8,57.56,60.87,39.13,77.78,46.43,27,27,11,2,Serie_A
17,13,3,3,23,16,25,22,74.17,72.5,15,15,13,11,73.02,54.09,61.46,38.54,61.11,47.22,38,38,10,6,Serie_A
11,9,5,4,20,10,34,23,66.67,85.09,20,21,5,7,69.7,78.16,44.09,55.91,35,55.88,24,24,2,2,Serie_A
7,22,4,5,18,13,43,43,52.03,81.08,17,21,4,20,71.83,81.94,41.42,58.58,36.36,84.52,22,22,2,6,Serie_A
5,16,3,7,7,11,23,18,68.42,67.65,18,19,4,14,71.59,80.64,43.39,56.61,75,54.55,29,29,4,6,Serie_A
19,8,6,1,13,17,34,25,71.85,79.55,6,13,11,5,81.35,66.63,59.64,40.36,45,67.31,20,20,7,7,Serie_A
15,16,5,2,14,10,11,19,65,67.65,13,11,14,10,70.08,63.69,49.26,50.74,55,43.75,27,27,3,12,Serie_A
