homeShotsTotalFT,awayShotsTotalFT,homeShotsOnTargetFT,awayShotsOnTargetFT,homeInterceptionsFT,awayInterceptionsFT,homeTacklesTotalFT,awayTacklesTotalFT,homeTackleSuccessFT,awayTackleSuccessFT,homeFoulsCommitedFT,awayFoulsCommitedFT,homePassesKeyFT,awayPassesKeyFT,homePassSuccessFT,awayPassSuccessFT,homePossessionFT,awayPossessionFT,homeDribbleSuccessFT,awayDribbleSuccessFT,homeAerialsTotalFT,awayAerialsTotalFT,homeCornersTotalFT,awayCornersTotalFT,division
7,24,2,5,15,5,26,13,71.74,54.17,13,8,5,21,63.25,79.6,0.32,0.68,61.11,54.17,29,29,5,8,EPL
11,10,1,4,10,19,25,22,56.52,97.22,8,12,8,7,58.01,58.79,0.51,0.49,20,62.5,51,51,5,5,EPL
11,13,4,7,17,11,39,30,61.9,60.32,16,10,8,12,51.66,73.92,0.34,0.66,73.33,67.54,27,27,7,4,EPL
8,17,5,6,16,12,27,25,64.58,58.33,5,4,7,14,64.31,73.78,0.41,0.59,66.67,56.25,36,36,7,9,EPL
16,6,4,1,9,15,22,25,73.68,73.02,14,9,13,4,66.78,56.47,0.55,0.45,54.17,61.11,51,51,5,6,EPL
7,15,2,2,9,18,30,30,53.7,70.67,15,9,6,12,60.51,71.58,0.36,0.64,59.52,76.47,47,47,4,4,EPL
9,21,1,8,9,10,23,19,52.5,53.33,17,10,7,15,66.07,80.82,0.3,0.7,75,70,18,18,1,7,EPL
10,10,1,5,14,22,17,25,77.78,61.11,9,13,7,8,63.28,69.21,0.42,0.58,61.9,37.04,39,39,2,3,EPL
13,7,2,2,11,13,20,34,86.46,66.67,12,11,9,6,63.14,69.61,0.41,0.59,61.76,37.5,52,52,5,4,EPL
17,10,6,3,22,23,13,29,83.33,74,12,12,11,8,63.65,70.21,0.42,0.58,54.17,66.67,40,40,7,3,EPL
15,12,4,2,13,16,20,31,80.56,55.13,6,13,10,8,61.06,68.4,0.38,0.62,63.33,38.89,44,44,5,6,EPL
14,9,5,3,8,9,23,27,77.78,62,15,12,11,7,67.01,65.32,0.44,0.56,59.38,90,34,34,1,4,EPL
13,9,4,4,20,8,26,33,71.74,80.36,8,8,11,6,63.04,69.4,0.39,0.61,50,50,33,33,NA,11,EPL
8,20,4,8,11,8,29,20,62,55.88,14,10,4,16,49.46,82.35,0.28,0.72,72.73,58.82,23,23,5,8,EPL
11,17,3,5,16,11,15,19,73.33,56.25,12,8,9,9,50.62,64.9,0.4,0.6,93.75,44.44,50,50,3,4,EPL
8,23,6,5,13,25,33,28,50,81.75,14,6,7,17,54.65,82.73,0.3,0.7,31.94,62.5,20,20,2,6,EPL
10,19,3,10,18,17,28,21,41.33,80.56,10,11,8,17,65.77,66.97,0.5,0.5,35,68.18,30,30,3,2,EPL
16,8,2,5,30,14,20,20,81.58,52.78,15,15,12,8,68.54,64.29,0.47,0.53,77.27,66.67,41,41,1,6,EPL
20,8,7,2,8,7,10,17,77.78,62.5,12,15,15,4,66,51.38,0.58,0.42,54.55,50,58,58,6,1,EPL
11,9,2,4,14,14,26,22,69.57,69.44,8,8,7,6,75.99,72.83,0.52,0.48,50,57.69,37,37,6,4,EPL
14,10,3,1,8,10,23,31,81.82,61.11,10,14,10,6,62.09,69.97,0.44,0.56,60.42,44.44,40,40,2,2,EPL
15,4,3,NA,17,9,25,33,66.67,63,9,15,10,3,61.05,69.82,0.41,0.59,65.56,53.33,33,33,8,4,EPL
19,16,6,5,21,11,12,29,55,73.33,13,9,13,12,70.77,52.99,0.56,0.44,41.18,83.33,43,43,10,6,EPL
20,11,7,5,15,5,28,36,71.21,65.83,10,14,15,9,73.35,51.9,0.59,0.41,53.12,37.25,51,51,6,5,EPL
10,26,3,11,10,8,23,28,60,58.8,5,10,6,19,60.79,79.75,0.33,0.67,81.82,80,29,29,4,6,EPL
6,11,1,4,23,7,27,22,49.31,64.58,11,14,3,6,66.84,77.95,0.3,0.7,66.67,83.33,30,30,2,4,EPL
8,13,2,6,12,19,19,31,63.33,56.25,9,13,7,11,67.44,80.39,0.36,0.64,66.67,66.67,16,16,2,1,EPL
13,18,1,9,28,12,12,28,58.33,68.75,9,14,9,15,66.7,66.34,0.45,0.55,46.88,83.33,29,29,6,2,EPL
9,12,2,4,7,15,16,29,90,56.94,11,10,7,6,74.41,56.34,0.58,0.42,61.76,25,42,42,6,4,EPL
20,10,3,2,21,17,19,34,75,47.02,10,13,17,7,79.68,55.63,0.64,0.36,86.11,50,19,19,6,2,EPL
14,5,6,1,15,5,40,18,65.69,56.67,12,12,10,5,60.57,70.21,0.46,0.54,70,60.83,33,33,4,3,EPL
13,11,5,5,18,5,24,23,59.52,75.52,8,9,11,7,58.03,71.06,0.32,0.68,62.5,67.86,32,32,3,7,EPL
19,13,4,8,26,5,20,34,61.11,65,10,15,14,9,73.82,61.76,0.58,0.42,46.25,53.85,32,32,4,4,EPL
16,8,4,3,7,13,23,28,52.94,65.22,7,14,12,6,75.64,52.82,0.65,0.35,60,69.23,32,32,7,5,EPL
7,15,3,2,24,20,26,19,37,62.5,9,16,4,10,54.44,56.74,0.48,0.52,75,79.69,73,73,3,5,EPL
24,7,9,6,20,10,27,24,82,55,14,9,18,5,76.45,57.59,0.67,0.33,63.33,45.45,23,23,13,2,EPL
7,17,2,7,24,10,18,24,94.44,73.81,7,13,6,10,66.49,57.65,0.56,0.44,40,25,37,37,6,5,EPL
13,12,7,6,14,21,45,39,56.72,71.77,20,10,7,10,56.46,69.2,0.42,0.58,59.38,72.62,24,24,4,3,EPL
17,12,7,3,15,7,30,23,59.03,70,17,12,14,7,69.17,67.96,0.48,0.52,81.25,58.33,32,32,4,5,EPL
19,9,2,3,23,11,16,37,80,75.86,13,12,14,5,67.52,69.66,0.4,0.6,37.5,27.27,38,38,4,5,EPL
11,26,5,13,19,9,25,22,57.14,68.52,7,7,9,21,66.4,86.19,35.66,64.34,47.22,64.29,22,22,1,10,Bundesliga
12,14,3,4,26,23,37,37,73.39,65.52,11,20,10,8,73.44,75.47,49.91,50.09,54.55,48.61,34,34,4,1,Bundesliga
10,17,4,6,26,28,24,26,73.68,73.48,10,12,8,12,76.38,67.42,53.99,46.01,81.25,36.91,24,24,3,3,Bundesliga
13,5,3,3,17,12,47,35,73.82,72.62,13,14,11,1,64.4,61.88,44.07,55.93,51.04,45.24,55,55,7,3,Bundesliga
15,10,8,2,22,7,32,26,57.64,71.74,13,17,12,8,65.87,79.75,43.33,56.67,46.67,89.74,23,23,8,4,Bundesliga
20,7,3,2,12,16,44,29,74.32,55.56,17,24,14,6,65.99,50.88,56.81,43.19,57.14,55.56,75,75,3,1,Bundesliga
14,5,2,3,14,37,25,37,91.3,67.26,22,12,10,5,73.4,62.63,58.09,41.91,93.06,22.22,14,14,4,4,Bundesliga
14,23,7,12,11,31,36,23,55.17,89.47,16,13,9,12,53.7,72.13,40.72,59.28,50,70.83,39,39,4,6,Bundesliga
14,12,8,3,14,9,26,27,70.63,89.58,6,13,12,9,84.4,60.39,72.35,27.65,25,47.44,11,11,7,4,Bundesliga
18,5,7,1,16,27,31,30,82.14,86.21,17,17,13,3,78.25,62.53,58.21,41.79,33.33,41.67,23,23,4,3,Bundesliga
5,15,3,4,12,28,26,30,72.22,67.39,16,9,2,11,53.48,71.54,40.55,59.45,61.54,50,57,57,3,7,Bundesliga
10,22,4,11,14,19,42,37,66.13,64.37,17,12,6,15,62.8,73.41,39.82,60.18,64.71,47.83,40,40,4,10,Bundesliga
19,8,4,4,24,21,25,44,64.58,70,12,20,12,6,64.65,58.34,55.44,44.56,43.91,56.67,40,40,3,1,Bundesliga
8,7,1,3,22,22,40,32,74.71,70.99,26,18,4,6,61.07,77.69,40.71,59.29,56.67,51.11,28,28,3,2,Bundesliga
14,12,5,5,6,26,25,35,77.27,47.53,8,17,9,7,64.9,66.75,50.64,49.36,81.58,42.86,33,33,4,4,Bundesliga
9,11,2,6,8,17,28,16,66,63.33,17,20,7,7,73.44,62.3,58.09,41.91,78.57,69.23,24,24,5,6,Bundesliga
8,8,2,2,33,10,29,35,78.26,77.92,18,18,6,6,57,55.51,49.11,50.89,60.83,50,56,56,3,3,Bundesliga
16,17,3,10,29,14,35,32,65.48,73.21,23,17,11,13,73.96,62.44,50.2,49.8,47.37,52.5,31,31,6,5,Bundesliga
15,16,6,4,24,20,33,37,62.5,65.43,12,14,14,13,70.2,67.96,52.88,47.12,48.33,78.85,59,59,4,3,Bundesliga
15,8,9,2,11,13,34,34,82.72,63.46,19,29,10,5,74.89,69.28,46.81,53.19,58.82,41.67,23,23,5,4,Bundesliga
14,10,5,2,18,27,36,30,71.26,78.26,17,18,10,8,70.92,79.28,41.81,58.19,46.15,65.38,27,27,3,4,Bundesliga
16,10,5,5,11,30,14,33,45.83,75.93,11,18,10,9,70.95,55.81,56.62,43.38,66.67,70,44,44,4,1,Bundesliga
14,10,3,3,9,30,33,53,66.03,62.74,13,16,12,6,70.19,55,59.15,40.85,94.44,61.76,53,53,1,1,Bundesliga
16,10,3,2,21,32,39,42,64.44,74.29,22,23,9,7,61.84,65.01,50.77,49.23,40.91,58.77,32,32,10,5,Bundesliga
22,11,12,3,20,19,18,26,80.95,62.28,14,10,19,6,73.3,70.31,50.48,49.52,55.13,80,33,33,3,6,Bundesliga
9,18,3,7,14,22,25,26,57.94,76.19,21,19,7,10,65.7,53.22,59.73,40.27,41.67,58.33,37,37,4,4,Bundesliga
7,16,3,9,18,22,37,18,64.1,83.33,21,20,6,10,65.33,72.86,43.7,56.3,75,63.54,33,33,5,10,Bundesliga
21,14,7,5,17,14,48,44,58.11,81.31,14,18,17,11,67.58,62.12,54.58,45.42,45.83,78.57,50,50,8,5,Bundesliga
10,23,5,10,15,38,46,30,70.27,70.29,12,11,10,21,68.81,70.38,48.14,51.86,61.54,52.08,46,46,5,11,Bundesliga
19,9,7,3,12,19,29,40,72.22,67.28,17,11,14,9,67.45,55.51,57.63,42.37,48.25,62.5,41,41,9,2,Bundesliga
15,11,3,4,15,36,40,53,72.22,70.09,17,16,12,10,72.06,60.27,61.45,38.55,58,50.98,49,49,6,3,Bundesliga
29,6,13,3,22,21,41,42,67.24,39.52,10,8,25,4,77.44,64.91,57.54,42.46,72.32,70,25,25,10,0,Bundesliga
9,9,3,5,23,24,63,32,67.09,59.72,23,15,6,7,47.99,70.74,36.72,63.28,80,61.33,27,27,3,6,Bundesliga
6,13,2,4,14,11,42,30,62.16,78,19,19,4,9,63.74,62.94,53.5,46.5,50,63.04,24,24,1,5,Bundesliga
10,10,6,4,2,18,25,34,61.67,56.52,15,17,7,9,70.37,68.36,54.25,45.75,77.78,58.97,39,39,11,2,Bundesliga
25,9,4,5,20,21,35,48,72.99,54.17,15,19,17,4,76.25,64.82,66.95,33.05,63.46,60.71,34,34,10,1,Bundesliga
10,10,0,6,11,11,34,25,78.57,65,15,10,5,8,65.21,78.53,37.22,62.78,72.73,35.29,23,23,6,4,Bundesliga
14,9,8,4,23,7,35,20,73.72,61.76,17,13,13,7,63.67,70.37,45.77,54.23,70,100,30,30,6,3,Bundesliga
12,7,5,4,22,18,47,34,61.9,79.01,13,18,5,6,65.93,80.36,34.39,65.61,59.72,66.67,30,30,3,5,Bundesliga
23,16,10,6,19,23,19,31,69.44,69.64,18,11,17,14,76.88,62.77,60.88,39.12,60,66.67,30,30,7,6,Bundesliga
27,12,8,7,17,17,29,57,73.91,62.72,21,16,23,5,74.14,62.04,60.24,39.76,80.43,46.15,44,44,12,4,Bundesliga
19,7,9,4,6,13,37,30,73.21,56,13,8,16,4,86.76,59.79,66.53,33.47,67.65,50,22,22,3,3,Bundesliga
14,11,4,4,17,21,36,35,63.58,73.61,14,23,12,9,75.21,57.65,56.04,43.96,43.75,63.89,43,43,4,4,Bundesliga
16,12,6,5,13,19,25,31,73.02,79.63,19,21,11,9,63.31,61.67,51.87,48.13,50,42.86,30,30,7,6,Bundesliga
18,15,6,5,20,20,37,19,50.29,72.92,20,16,11,11,54.38,79.44,36.21,63.79,83.33,75,22,22,5,8,Bundesliga
5,26,3,10,16,21,36,19,50.33,79.41,15,13,4,18,45.89,83.58,34.34,65.66,58.33,63.33,22,22,3,5,Bundesliga
10,11,4,8,18,14,44,33,72.3,82.67,18,20,9,5,71.44,79.8,43.63,56.37,53.7,57.5,30,28,7,2,Bundesliga
13,15,4,2,24,43,41,63,76.47,56.11,12,17,9,11,75.59,66.11,53.15,46.85,73.39,47.22,32,32,3,2,Bundesliga
9,14,4,6,27,25,23,34,54.63,80.72,19,16,8,9,68.4,55.85,52.2,47.8,48.08,81.82,37,37,3,7,Bundesliga
5,13,2,4,15,16,26,13,64,61.54,26,17,5,9,56.61,75.27,37.27,62.73,83.33,45,33,33,0,6,Bundesliga
9,14,4,3,21,23,19,40,91.67,66.05,17,16,8,11,74.5,67.7,58.01,41.99,76.67,25,29,29,5,3,Bundesliga
17,12,3,1,30,19,47,22,52.86,58.33,11,18,11,12,72.73,80.74,36.24,63.76,70.83,70,25,25,8,4,Bundesliga
8,21,2,4,24,20,48,41,66.22,63.89,17,11,6,14,72.59,73.86,45.41,54.59,60,58.33,32,32,3,8,Bundesliga
10,10,3,4,26,12,30,22,55.56,48.04,23,12,8,7,72.77,73.63,45.73,54.27,86.36,75,35,35,7,4,Bundesliga
22,11,6,1,23,7,33,31,72,72,20,15,12,6,64.79,74.9,49.28,50.72,43.75,60.71,32,32,9,2,Bundesliga
22,5,5,1,12,19,28,40,53.03,61.11,12,10,15,4,83.08,53,74.89,25.11,48,75,30,30,17,0,Bundesliga
8,15,3,9,29,20,41,44,70.1,74.29,17,11,7,10,69.9,65.62,56.23,43.77,47.62,40.67,32,32,4,3,Bundesliga
8,11,3,3,12,23,26,30,70,82.61,10,19,6,9,57.06,71.85,38.26,61.74,32.35,53.33,43,43,2,5,Bundesliga
15,23,4,12,9,18,39,46,58.62,62.64,9,25,4,17,65.62,67.99,55.99,44.01,65.79,61.9,35,35,6,9,Bundesliga
26,5,9,1,13,23,20,35,58.82,60.26,13,18,16,4,82.41,57.59,65.2,34.8,55,77.78,23,23,14,4,Bundesliga
16,6,9,1,13,13,30,40,84.72,60.61,16,17,12,3,66.72,63.62,51.75,48.25,61.36,29.76,35,35,4,5,Bundesliga
18,16,6,4,14,22,39,42,69.44,52.15,10,14,13,8,58.31,77.72,39.13,60.87,74.24,51.47,39,39,6,7,Bundesliga
7,18,3,6,11,15,35,33,58.33,65.38,23,15,5,12,66.73,74.72,42.06,57.94,51.85,68.42,36,36,3,7,Bundesliga
18,15,5,5,10,19,25,21,67.5,71.05,20,20,13,12,69.68,43.67,58.59,41.41,50,81.25,40,40,5,1,Bundesliga
12,7,7,5,19,20,25,33,84.09,48.72,18,25,10,7,59.7,63.73,51.83,48.17,78.7,26.67,39,39,4,3,Bundesliga
10,13,5,5,16,20,26,24,72.73,80.95,10,16,4,10,67.05,69.99,45.7,54.3,64.29,77.78,15,15,5,3,Bundesliga
16,15,4,5,15,19,39,47,61.73,78.38,17,12,12,15,66.43,70.16,51.86,48.14,56.25,62.28,30,30,11,6,Bundesliga
9,17,1,9,25,17,41,33,62.3,67.28,19,18,8,12,61.33,80.55,38.29,61.71,50,51.51,26,26,1,4,Bundesliga
26,9,7,5,21,18,29,33,77.08,62.82,15,19,18,8,72.93,55.49,61.22,38.78,75,54.55,31,31,9,1,Bundesliga
7,12,3,1,12,23,33,30,64.81,79.31,16,22,6,9,65.09,62.55,51.71,48.29,46.15,57.89,24,24,1,5,Bundesliga
10,14,4,3,26,21,26,37,64.49,53.23,16,9,6,8,77.07,61.21,61.13,38.87,70.83,60,41,41,1,3,Bundesliga
13,13,7,3,33,26,35,28,56,54.76,24,17,8,12,62.56,74.39,38.32,61.68,65.62,69.44,22,22,4,8,Bundesliga
11,9,3,1,26,27,25,53,82.61,71.08,16,21,8,3,69.53,56,56.65,43.35,55,40,25,25,3,2,Bundesliga
20,6,10,4,7,12,33,51,82.14,68.82,13,19,8,5,76.51,70.19,54.42,45.58,56.03,38.46,20,20,8,4,Bundesliga
16,10,3,2,25,16,27,25,69.57,85.83,10,11,11,10,60.59,61.65,46.09,53.91,33.33,50,39,39,8,3,Bundesliga
14,19,3,7,33,18,40,36,62.82,73.81,12,11,12,13,75.1,74.93,48.57,51.43,63.1,64.81,32,32,4,3,Bundesliga
13,8,5,1,25,26,27,30,89.58,68.59,15,19,12,7,71.34,68.24,44.58,55.42,75,75,18,18,2,4,Bundesliga
18,12,7,6,19,21,46,23,64.19,43.48,17,21,14,9,69.47,67.59,51.3,48.7,68.42,60.87,37,37,3,4,Bundesliga
8,12,5,3,26,20,33,24,71,82.5,11,15,4,10,65.59,75.99,49.23,50.77,66.67,54.17,37,37,4,3,Bundesliga
19,20,6,8,24,20,34,38,74.14,62.59,12,9,17,14,66.75,71.37,44.74,55.26,58,39.47,45,45,3,7,Bundesliga
22,5,7,1,17,18,25,35,79.55,65,5,16,18,5,77.9,65.19,67.22,32.78,47.73,41.67,20,20,7,2,Bundesliga
11,10,6,5,27,35,24,55,75,65.62,19,16,7,7,65.71,57.01,57.98,42.02,59.88,33.33,38,38,8,3,Bundesliga
13,11,5,3,18,18,27,30,60.53,82.61,20,20,7,8,57.67,63.31,45.7,54.3,35.71,66.67,39,39,3,5,Bundesliga
17,9,5,5,22,26,37,31,75.6,77.78,19,15,11,7,71.56,65.09,52.51,47.49,60,42.5,28,28,9,3,Bundesliga
15,6,7,3,18,19,28,51,73.02,56.25,10,13,13,6,83.91,63.55,66.38,33.62,70.65,58.33,26,26,9,2,Bundesliga
12,17,6,6,15,10,28,29,56,62.12,11,16,6,14,55.62,80.93,38.52,61.48,56.25,63.89,30,30,2,8,Bundesliga
10,16,2,8,23,23,38,40,60.22,56.9,14,17,9,13,73.94,64.4,51.37,48.63,69.3,59.52,33,33,1,5,Bundesliga
10,12,4,6,13,21,32,52,70,50.11,9,18,9,9,82.08,83.96,44.53,55.47,63.46,50,16,16,1,6,Bundesliga
14,15,6,5,26,13,39,39,65.23,74.24,24,22,8,10,61.38,68.04,44.22,55.78,52.94,47.73,26,26,1,3,Bundesliga
13,7,6,2,24,26,42,38,63.73,70.24,9,14,6,6,80.39,66.72,57.44,42.56,55.88,56.52,25,25,5,2,Bundesliga
14,10,4,3,34,19,45,36,58.57,67.74,20,16,11,8,54.86,65.01,43.25,56.75,61.76,79.37,51,51,2,2,Bundesliga
22,5,6,1,31,14,17,24,78.12,77.19,17,12,17,4,71.21,56.26,56.3,43.7,45.45,57.14,55,55,8,1,Bundesliga
19,10,7,7,10,13,34,23,68.45,70,19,14,11,5,72.03,69.63,50.54,49.46,66.67,55.88,30,30,10,2,Bundesliga
22,8,8,2,28,19,30,39,60.42,69.44,17,17,14,6,74.73,79.46,44.25,55.75,63.73,65.62,21,21,7,3,Bundesliga
12,15,3,4,18,14,15,31,88.46,52.38,13,17,4,8,64.1,68.41,45.43,54.57,67.71,40,28,28,4,6,Bundesliga
12,15,0,5,22,16,29,25,54.17,76.19,14,22,9,11,64.07,71.58,43.91,56.09,48.48,62.5,56,56,6,8,Bundesliga
14,12,5,5,13,26,32,44,79.86,62.07,14,17,12,8,73.07,62.32,56.23,43.77,60.83,48.61,37,37,7,5,Bundesliga
9,12,3,6,10,32,47,48,64.29,66.67,18,14,7,8,71.43,57.45,53.28,46.72,56.25,58.33,25,25,3,5,Bundesliga
22,9,5,3,20,13,33,25,73.08,70.83,13,17,18,5,68.97,63.64,56.71,43.29,53.57,60.71,38,38,10,5,Bundesliga
11,13,3,4,25,31,33,21,75,65.62,18,13,9,11,48.59,76.92,35.2,64.8,50,53.57,19,19,3,8,Bundesliga
19,8,14,5,9,25,38,33,67.74,56.9,14,16,16,6,81.33,68.29,56.43,43.57,65,64.71,23,23,5,2,Bundesliga
18,11,4,2,15,20,39,28,60.26,70,12,13,16,7,69.61,69.63,50.17,49.83,56.25,65.79,40,40,9,1,Bundesliga
14,12,5,2,21,24,29,32,68,72.46,17,16,9,8,72.53,70.82,55.82,44.18,46.08,53.12,16,16,5,7,Bundesliga
10,12,3,5,23,14,34,43,74.07,90.99,19,8,8,12,64.12,63.26,45.9,54.1,48.15,50,27,27,4,2,Bundesliga
5,3,1,0,9,20,34,39,83.93,77.1,23,20,2,1,71.39,70.79,53.11,46.89,48.44,34.44,25,25,6,1,Bundesliga
26,10,11,2,13,15,26,42,83.33,50.54,12,19,18,7,65.98,69.62,50.55,49.45,77.08,28.57,35,35,10,3,Bundesliga
14,12,3,3,24,29,33,36,59.17,64.58,16,14,9,12,79.02,58.81,60.05,39.95,71.43,72,34,34,5,2,Bundesliga
17,6,7,2,18,19,28,38,72,67.19,18,15,10,4,78.65,65.09,59.42,40.58,63.16,50,40,40,5,7,Bundesliga
13,8,2,3,25,13,28,26,77.78,84.09,19,10,11,7,67.2,76.94,37.49,62.51,45,46.15,37,37,3,1,Bundesliga
25,8,4,4,15,22,34,29,73.56,53.03,12,18,19,5,74.38,59.45,56.61,43.39,68.75,53.33,28,28,4,1,Bundesliga
15,21,5,8,17,22,33,16,54.17,66.67,12,15,12,18,54.74,63.54,51.76,48.24,55.56,76.67,44,44,11,6,Bundesliga
15,5,6,2,18,13,27,35,78.99,67.86,7,10,9,3,83.19,61.57,66.63,33.37,45,50,24,24,3,1,Bundesliga
12,13,5,6,7,17,27,29,69.57,86.36,17,16,9,7,71.93,68.54,49.9,50.1,44.44,50,23,23,9,2,Bundesliga
7,7,2,4,22,8,26,21,65.91,68.42,13,25,6,5,66.87,73.43,35.14,64.86,75,53.57,12,12,7,8,Bundesliga
10,15,4,3,18,19,34,35,58.33,82.22,20,11,7,9,65.84,65.07,54.23,45.77,42.31,63.54,46,46,8,7,Bundesliga
19,7,4,2,13,13,19,23,85.29,75.49,16,19,12,6,64.6,58.47,55.38,44.62,56.25,35.71,37,37,6,6,Bundesliga
18,8,7,3,20,21,24,30,76.32,68,6,13,12,3,73.87,79.43,39.03,60.97,50,37.5,18,18,3,1,Bundesliga
22,4,6,3,18,15,24,50,65,67.92,21,15,18,1,81.8,50.84,61.82,38.18,51.85,43.75,26,26,10,1,Bundesliga
16,20,3,2,11,17,40,24,69.79,78.07,12,16,12,16,73.24,70.93,51.87,48.13,71.43,54.39,31,31,14,8,Bundesliga
25,8,7,4,13,24,22,31,67.5,70,12,14,19,8,82.48,69.18,59.37,40.63,70.83,63.64,22,22,10,0,Bundesliga
12,10,2,3,25,18,35,36,67.31,66.07,17,21,9,10,62.02,64.17,50.68,49.32,60.78,63.33,29,29,3,6,Bundesliga
19,13,12,2,9,16,23,31,59.52,69.64,11,12,14,11,80.93,63.4,59.03,40.97,44.74,47.22,25,25,8,4,Bundesliga
16,16,8,4,15,23,34,30,75.6,83.33,12,13,12,11,71.51,63.55,52.16,47.84,64.29,46.67,34,34,4,5,Bundesliga
16,9,3,4,13,17,21,37,68.42,58.33,19,20,10,5,71.82,61.24,55.3,44.7,70,40,36,36,9,3,Bundesliga
5,9,4,3,20,15,39,42,67.26,52.15,18,15,5,6,74.65,67.44,53.84,46.16,80,56.86,28,28,2,7,Bundesliga
10,4,3,1,19,18,20,23,66.67,77.5,17,18,4,4,79.11,72.09,51.11,48.89,45.45,54.55,22,22,6,1,Bundesliga
12,9,6,4,12,15,43,29,65.05,71.15,8,17,10,6,74.05,73.04,50.11,49.89,72.73,49.24,21,21,5,5,Bundesliga
10,10,3,7,21,13,32,23,84.62,67.5,14,13,8,5,72.57,73.51,46.9,53.1,59.09,39.29,26,26,4,4,Bundesliga
13,10,8,4,19,23,29,32,73.91,63.04,21,17,11,6,79.24,70.25,55.04,44.96,59.38,50,20,20,10,5,Bundesliga
13,10,5,6,16,20,25,23,74.56,79.41,19,13,11,9,65.28,69.88,50.88,49.12,57.14,55.56,36,36,2,2,Bundesliga
7,12,4,8,16,11,23,33,86.67,61.33,15,26,2,8,63.16,64.99,48.51,51.49,61.46,30,23,23,3,7,Bundesliga
6,23,4,10,17,25,53,43,55.18,64.44,18,12,4,13,61.73,83.4,30.4,69.6,57.5,75,20,20,0,5,Bundesliga
11,3,4,2,15,11,30,39,73.75,63.33,21,16,10,3,79.3,71.88,51.22,48.78,46,43.59,21,21,5,4,Bundesliga
14,11,4,5,27,24,25,18,88.89,87.5,16,17,12,7,69.93,64.47,49.59,50.41,66.67,50,43,43,2,9,Bundesliga
21,12,7,3,15,25,41,60,65.62,69.84,9,19,17,10,73.93,65.09,57.89,42.11,56.41,61.9,34,34,9,2,Bundesliga
14,14,4,4,9,14,35,16,68.97,67.86,12,13,10,10,57.01,81.27,40.59,59.41,50,50,31,31,4,6,Bundesliga
7,15,3,8,10,11,29,27,50,61.11,17,15,5,12,76.33,75.76,45.62,54.38,55.88,69.44,20,20,2,5,Bundesliga
18,14,10,3,25,18,35,64,75,68.92,13,18,13,12,76.08,71.2,50.94,49.06,49.43,42.11,21,21,7,5,Bundesliga
17,13,4,4,18,26,41,59,71.67,64.96,11,14,12,12,74.42,53.7,57.96,42.04,64.2,47.73,37,37,5,4,Bundesliga
19,10,2,4,25,19,42,32,69.52,75,10,19,15,8,65.68,63.65,49.38,50.62,44.44,48.55,43,43,13,3,Bundesliga
17,19,10,6,25,19,20,44,50.98,48.92,15,19,10,11,59.51,61.58,50.29,49.71,77.78,55.56,51,51,5,8,Bundesliga
17,10,8,2,16,18,35,37,67.24,46.3,12,15,12,6,76.65,65.28,61.11,38.89,71.43,70,27,27,4,3,Bundesliga
10,16,3,8,28,17,48,32,68.69,68.94,24,17,5,10,56.17,79.12,38.53,61.47,43.14,93.33,11,11,4,6,Bundesliga
6,10,2,7,10,16,32,26,70,80.43,19,18,3,7,77.41,79.25,44.8,55.2,50,44.44,18,18,1,4,Bundesliga
8,7,4,4,12,17,44,39,62.1,83.87,18,14,8,7,72.23,65.71,50.66,49.34,37.5,62.88,37,37,4,5,Bundesliga
6,17,2,6,7,12,47,41,68.81,79.57,19,18,3,12,49.35,57.16,52.21,47.79,36.84,54.55,36,36,3,7,Bundesliga
14,13,4,7,22,14,51,34,60,75.76,17,18,10,9,62.56,69.67,45.2,54.8,35.42,58.64,41,41,10,5,Bundesliga
25,5,6,5,10,20,30,31,65.28,67.9,15,17,18,5,82.72,67.41,63.95,36.05,50,56.67,30,30,14,2,Bundesliga
6,14,3,9,23,23,44,24,66.39,57.5,17,15,6,8,68.91,63.99,48.85,51.15,75,53.51,40,40,4,7,Bundesliga
19,16,11,8,17,26,35,47,64.1,62.26,15,21,12,11,69.27,63.19,51.62,48.38,54,60.42,25,25,4,4,Bundesliga
15,11,8,3,15,14,53,45,68.42,59.31,8,15,11,9,69.49,68.43,52.05,47.95,57.69,49.38,43,43,5,3,Bundesliga
14,10,4,4,31,24,39,48,85.12,56.14,17,23,12,8,73.04,61.16,64.59,35.41,64.2,21.21,41,41,5,2,Bundesliga
17,14,7,4,15,11,27,36,90,68.93,18,17,13,9,64.33,66.91,46.87,53.13,54.39,42.86,37,38,6,8,Bundesliga
10,8,2,5,21,22,32,35,66.35,73.21,23,14,7,6,69.77,67.22,51.07,48.93,50,52.78,58,58,7,1,Bundesliga
12,15,4,5,25,7,41,41,55.38,60.92,17,14,10,9,51.75,75.07,40.12,59.88,59.52,77.19,31,31,3,3,Bundesliga
2,24,1,14,12,18,23,13,52.17,75,18,13,2,18,65.23,91.73,28.17,71.83,60,61.11,20,20,2,6,Bundesliga
20,9,7,2,19,15,34,45,75,69.19,12,11,13,7,79.19,64.33,59.99,40.01,49.31,50,27,27,10,3,Bundesliga
10,10,2,4,15,16,34,42,54.94,55.73,24,22,7,7,66.98,52.47,60.63,39.37,70.45,72.22,54,54,4,2,Bundesliga
